,SatelliteCatalogNumber,ElsetClassification,InternationalDesignator,ElementSetEpoch(UTC),1stDerivativeMeanMotion,2ndDerivativeMeanMotion,b*DragTerm,ElementSetType,ElementNumber,Checksum,OrbitInclination,RightAscension,Eccentricity,ArgumentofPerigee,MeanAnomaly,MeanMotion,RevolutionNumberatEpoch,Checksum(2),OrbitalPeriod,SemiMajorAxis
60,196, U, 61018D,20121.9047272,3.2e-07, +00000-0, +11272-1,0,999,8,91.2015,105.6489,96518,228.0355,131.2261,8.8967096,90964,0,9711.455570045806,9837.46682516937
61,202, U, 61031A,20122.19899115,5.6e-07, +00000-0, +40521-4,0,999,2,32.4389,49.1082,101183,139.0887,221.7379,13.63536882,91533,6,6336.462265198925,7400.45287878633
62,204, U, 61031C,20122.24705696,2.5e-07, +00000-0, +14780-5,0,999,5,32.4409,128.9945,98807,200.5648,159.0979,13.64874109,91707,2,6330.254155330307,7395.618390399627
63,205, U, 61031B,20122.24318205,4.6e-07, +00000-0, +28204-4,0,999,0,32.4399,182.2492,102370,292.3428,66.637,13.62412058,91367,6,6341.693725673117,7404.525587896794
64,210, U, 61015BE,20122.19617176,1.45e-06, +00000-0, +19169-3,0,999,0,66.456,111.9036,56121,277.389,82.0808,13.86009135,95498,1,6233.725147850487,7320.2429601411095
65,223, U, 61015BK,20122.1019975,-4.3e-07, +00000-0, +26360-4,0,999,8,66.8916,347.5799,62455,123.8023,236.9024,13.88640153,98008,0,6221.914281633191,7310.993730296444
66,224, U, 61015BL,20122.25984303,6.9e-07, +00000-0, +86152-4,0,999,3,66.7383,44.2791,64756,179.1008,341.276,14.07994529,99711,4,6136.387480238569,7243.84105677501
67,225, U, 61015BM,20122.0578814,1.25e-06, +00000-0, +74903-4,0,999,7,66.8018,355.7031,102662,93.888,267.3964,14.31467824,3686,7,6035.762631294744,7164.433077957743
68,226, U, 62002A,20122.14860667,-1.35e-06, 00000-0, 10943-4,0,999,6,48.2974,46.0828,77872,41.959,318.724,14.45673825,6540,8,5976.4518459065275,7117.421383829188
69,227, U, 62002B,20121.7675648,-7.9e-07, 00000-0, 27313-4,0,999,7,48.148,302.8867,132094,214.015,145.2222,14.38255441,4268,9,6007.2778128986065,7141.874378660581
70,228, U, 62002C,20121.97185755,1.47e-06, +00000-0, +31448-4,0,999,1,48.4307,15.0752,14491,87.7322,272.5261,15.01315419,10408,6,5754.953216796343,6940.46008223452
71,230, U, 61015BN,20122.20111598,-3.4e-07, +00000-0, +30184-4,0,999,0,66.8815,146.0657,96279,342.2733,17.4996,13.96108249,99331,1,6188.63186732736,7284.8983343312
72,232, U, 61015BQ,20122.11394129,-1.7e-07, 00000-0, 41798-4,0,999,9,66.8224,356.2257,65100,261.4855,97.8847,13.99272727,99423,9,6174.636175839652,7273.910913081977
73,233, U, 61015BR,20122.48274767,6.4e-06, 00000-0, 14819-3,0,999,9,66.8497,294.3802,21739,79.8878,280.4688,14.61569465,4982,3,5911.453548326559,7065.722603342666
74,234, U, 61015BS,20121.95663049,2.3e-07, +00000-0, +64744-4,0,999,4,66.8766,320.3637,77222,313.0813,46.3826,14.02226225,99747,4,6161.630588530748,7263.693336789204
75,235, U, 61015BT,20122.22592642,2.51e-06, +00000-0, +16803-3,0,999,1,66.9534,115.9662,169788,219.0416,139.8319,14.08633172,590,0,6133.605378419983,7241.651426847229
76,243, U, 61015BY,20122.16484869,1.14e-06, 00000-0, 13880-3,0,999,4,66.4646,218.674,21119,74.8176,285.5237,13.97228454,97083,2,6183.670233214418,7281.004115344026
77,244, U, 61015BZ,20122.44987702,2e-08, 00000-0, 58258-4,0,999,5,66.8413,322.8933,75745,238.0242,121.3461,13.94643107,98745,8,6195.133333133092,7289.999540276053
78,245, U, 61015CA,20122.53561796,-2.85e-06, 00000-0, -10344-3,0,999,5,66.07,266.1605,47709,59.8977,300.6825,14.13751493,1160,0,6111.399381560193,7224.162498611713
79,246, U, 61015CB,20122.209993,-5.1e-07, +00000-0, +20643-4,0,999,0,66.8692,196.1486,72654,271.8868,87.3888,13.857732,31374,6,6234.786471552487,7321.073809190349
80,252, U, 61015CD,20122.21283995,-9.2e-07, +00000-0, -20748-4,0,999,6,67.0779,62.7622,50843,37.7367,62.071,13.76206373,94326,3,6278.128171406165,7354.963372091271
81,253, U, 61015CE,20122.28300192,5.76e-06, +00000-0, +13988-3,0,999,5,66.9258,118.4789,19227,131.5332,228.7437,14.59995213,4957,1,5917.827622356732,7070.800807182371
82,254, U, 61015CF,20122.17885773,1.91e-06, +00000-0, +82627-4,0,999,7,66.7746,146.8634,76312,330.4299,29.25,14.4224534,5015,8,5990.658981779063,7128.696541147505
83,260, U, 61015CG,20122.04695054,2.44e-06, +00000-0, +11508-3,0,999,9,66.7717,353.9284,53524,344.6236,15.3236,14.34521526,3457,7,6022.914151795028,7154.262061521488
84,261, U, 61015CH,20122.7501599,-6e-07, 00000-0, 12577-4,0,999,8,66.6818,230.2332,82319,65.8731,295.0933,13.99926077,99881,3,6171.754453288893,7271.647565271135
85,262, U, 61015CJ,20122.13929875,2.69e-06, +00000-0, +10615-3,0,999,7,66.4673,30.5555,81937,206.1297,153.5661,14.42116,3449,8,5991.196269925581,7129.122772152869
86,263, U, 61015CK,20122.19211648,1.04e-06, +00000-0, +59157-4,0,999,9,66.5333,24.9163,102998,39.5929,114.0848,14.40179784,6048,9,5999.25099351346,7135.51106274786
87,264, U, 61015CL,20122.11925142,3.38e-06, +00000-0, +17282-3,0,999,4,66.53,20.3407,18940,144.0649,216.1724,14.27318533,1335,2,6053.308914752248,7178.31128497409
88,268, U, 61015CN,20122.06708066,-4.48e-06, +00000-0, -11906-2,0,999,6,67.9395,348.9601,656477,321.9535,195.2181,12.50358849,67332,4,6910.016278054909,7840.548447276401
89,271, U, 62010A,20122.08813568,-0.0, +00000-0, -60068-3,0,999,0,86.6464,281.2393,330415,257.8929,98.4777,9.4130893,99516,1,9178.70820581719,9474.321215381106
90,273, U, 62010C,20121.32679198,3.5e-07, +00000-0, +57878-2,0,999,7,86.6549,264.2232,311611,108.5317,254.9707,9.43771351,6,1,9154.759774012255,9457.83422458587
91,274, U, 62010D,20121.91820927,-4e-08, +00000-0, -16547-2,0,999,7,86.6508,297.6494,331398,21.5741,339.8767,9.39336737,99073,7,9197.979446214293,9487.577844159921
92,299, U, 61015CQ,20122.50701394,1e-08, 00000-0, 72911-4,0,999,4,67.1676,177.8607,190802,158.3037,202.6256,13.67857397,92346,1,6316.447912588947,7384.861281069524
93,309, U, 62025A,20122.2382055,-1.57e-06, +00000-0, +96514-5,0,999,3,58.0887,134.2814,199009,72.2955,289.9688,14.56840511,5543,3,5930.642328218451,7081.004727484871
94,312, U, 62025C,20122.2095017,1.9e-07, +00000-0, +39841-4,0,999,1,58.2487,249.0521,207778,210.4212,148.4627,14.54453419,3276,8,5940.375873941963,7088.750312763676
95,318, U, 61015CU,20122.54109158,4.06e-06, 00000-0, 59181-4,0,999,3,66.536,238.9548,79448,276.2507,82.9572,14.85693297,10008,6,5815.46677059552,6989.028016568611
96,320, U, 61015CW,20122.23504643,8e-08, +00000-0, +34707-4,0,999,5,66.9063,73.9305,144551,294.786,63.8257,14.27182983,4881,7,6053.8838417470115,7178.765795575018
97,323, U, 61015CZ,20122.15606043,3.55e-06, +00000-0, +22480-3,0,999,5,66.8432,13.1858,84683,286.3436,72.8355,14.13201173,1197,7,6113.779244648278,7226.0378358254075
98,324, U, 61015DA,20122.52583202,1.23e-06, 00000-0, 11171-3,0,999,6,66.8671,269.7181,74995,238.3571,121.0188,14.10248433,771,8,6126.580110158507,7236.120774268842
99,325, U, 61015DB,20122.18621823,3.44e-06, +00000-0, +20200-3,0,999,9,66.9174,52.0253,68045,282.824,76.5257,14.18210739,1541,0,6092.183455113436,7209.011377903417
100,327, U, 61015DD,20122.50266497,-1e-08, 00000-0, 60314-4,0,999,1,66.5412,143.221,108453,143.2695,217.5878,13.89687825,97619,9,6217.223641575762,7307.318810881792
101,329, U, 61015DF,20122.26394389,-3.5e-07, +00000-0, +43469-4,0,999,7,66.7806,215.4143,111009,40.4981,341.5591,13.65271693,92445,2,6328.410707040126,7394.1825236837885
102,330, U, 61015DG,20122.22151341,1.96e-06, +00000-0, +17621-3,0,999,1,66.9805,87.9751,55209,347.2685,12.7003,14.02329483,98254,2,6161.176887985319,7263.336766448909
103,333, U, 61015DK,20122.49872853,3.41e-06, 00000-0, 95113-4,0,999,6,66.714,224.4198,58331,212.1452,147.61,14.57498963,6142,0,5927.963051319166,7078.871917342047
104,334, U, 61015DL,20121.64506101,-3.7e-07, +00000-0, +30491-4,0,999,4,66.9246,227.9483,86304,279.7345,79.3995,13.91264611,98461,2,6210.177367905464,7301.7966140623075
105,335, U, 61015DM,20122.30575176,3.19e-06, 00000-0, 19678-3,0,999,2,66.8414,88.3963,39156,14.439,345.7812,14.17292939,1013,6,6096.128585877333,7212.123280678489
106,336, U, 61015DN,20122.21560282,-2e-07, +00000-0, +58326-4,0,999,9,67.0326,8.7886,84766,295.442,146.8227,13.68432819,93292,2,6313.791864706805,7382.790927569469
107,337, U, 61015DP,20122.22599711,2.34e-06, +00000-0, +31234-3,0,999,4,67.0073,159.6283,97088,67.0624,294.0658,13.7445524,93705,2,6286.12685852178,7361.209136655958
108,340, U, 62029A,20122.11358962,-9.2e-07, +00000-0, -40863-3,0,999,5,44.7872,164.618,2424583,12.4666,8.2167,9.12863836,92804,3,9464.719336301981,9670.127993717555
109,341, U, 62029B,20122.16171258,2.3e-07, +00000-0, +52260-3,0,999,8,44.7923,71.2609,2419027,118.7367,6.1337,9.14226402,93056,5,9450.613087850857,9660.517345317183
110,350, U, 61015DQ,20122.22261427,5e-07, +00000-0, +56431-4,0,999,2,66.9127,193.8437,123546,41.6548,319.3875,14.20733738,4489,4,6081.364698330264,7200.47413852676
111,351, U, 61015DR,20122.44970375,4.7e-06, 00000-0, 13431-3,0,999,4,66.7496,127.675,43690,247.5302,112.1179,14.5341176,5079,7,5944.633336391884,7092.136909285994
112,353, U, 61015DT,20122.19638884,1.354e-05, +00000-0, +14560-3,0,999,0,66.5017,207.7968,23771,334.4566,25.5385,14.92035437,6753,5,5790.747180490727,6969.208623288896
113,354, U, 61015DU,20122.24670851,5.8e-07, +00000-0, +18578-3,0,999,0,67.0643,93.2096,161267,70.2124,48.4428,13.48233769,17608,6,6408.3842124859275,7456.346647606799
114,355, U, 61015DV,20121.63648647,7.4e-07, +00000-0, +23798-3,0,999,9,67.222,196.6735,253480,348.0152,161.1307,13.32090806,85077,4,6486.044315510424,7516.465529946216
115,357, U, 61015DX,20122.17590878,1.93e-06, +00000-0, +17213-3,0,999,0,66.8101,87.8654,16848,328.0334,31.9728,14.03928663,98125,4,6154.158845605107,7257.820062053385
116,369, U, 62039A,20122.2381314,8.2e-07, +00000-0, +16767-4,0,999,8,98.4577,21.0091,92997,149.3688,211.3,14.83709093,8309,9,5823.243950423103,6995.257705086382
117,397, U, 62047A,20121.69752141,-9.5e-07, 00000-0, 12780-4,0,999,6,58.3055,200.1367,5588,1.9964,358.1101,14.88449574,9981,1,5804.697821761747,6980.397269624359
118,402, U, 61015EB,20122.24425779,6.05e-06, +00000-0, +21527-3,0,999,7,66.6625,171.7791,36027,181.2317,178.8703,14.40615883,1668,8,5997.434917910036,7134.070962813094
119,403, U, 61015EC,20122.72182361,-6.1e-07, 00000-0, 12356-4,0,999,6,66.8414,249.7077,27948,286.4962,179.8284,13.80756263,96273,8,6257.440383596508,7338.797023822288
120,404, U, 61015ED,20122.19487824,1.51e-06, +00000-0, +39227-3,0,999,4,66.4686,108.763,570067,288.8272,65.1765,12.90418955,75434,0,6695.499912274616,7677.42769230944
121,405, U, 61015EE,20122.08257155,1.13e-06, +00000-0, +21802-3,0,999,3,66.8942,344.3122,92679,276.572,160.4651,13.65800023,92647,6,6325.962699152773,7392.275548386242
122,406, U, 61015EF,20122.21824216,5.7e-07, +00000-0, +14723-3,0,999,8,66.7795,215.7684,113093,89.8653,295.7912,13.66878243,91514,4,6320.972657401498,7388.38759048859
123,407, U, 61015EG,20122.54457603,7.9e-06, 00000-0, 23275-3,0,999,3,66.3257,250.0083,85683,334.4989,101.5773,14.47158952,512,8,5970.318594276988,7112.551113284639
124,408, U, 61015EH,20122.16947825,-3.5e-07, +00000-0, +39912-4,0,999,1,66.7882,39.9265,71150,204.7159,259.6274,13.74946077,99783,6,6283.882796954225,7359.457131551657
125,409, U, 61015EJ,20122.19307014,1.54e-06, +00000-0, +10282-3,0,999,4,66.7171,33.4865,71725,342.7877,17.0785,14.22996007,2241,9,6071.696587691127,7192.840606395689
126,410, U, 61015EK,20122.18076795,-4.8e-07, +00000-0, +27675-4,0,999,2,66.6947,353.8294,11119,17.4416,119.432,13.7611243,95208,7,6278.556760075192,7355.2981022328695
127,414, U, 61015EP,20122.194515,-4.6e-07, +00000-0, +30301-4,0,999,6,66.4422,124.8374,42535,38.6585,34.9373,13.77069136,95385,0,6274.194791044972,7351.891024261976
128,416, U, 61015ER,20122.13898446,-2.38e-06, +00000-0, -81260-4,0,999,0,66.523,253.8809,82133,232.104,127.2601,14.12348861,1560,8,6117.468734943101,7228.944681128288
129,417, U, 61015ES,20122.25172615,1e-08, +00000-0, +40451-4,0,999,0,66.7466,184.6429,80203,272.8981,86.2934,14.17204912,2009,7,6096.507235363012,7212.421922509147
130,420, U, 61015EV,20122.02266235,1.11e-06, +00000-0, +74756-4,0,999,8,66.8165,350.3762,82192,82.704,278.3391,14.28772821,3343,7,6047.1475051946,7173.439456707695
131,424, U, 62049A,20122.57185292,1.4e-07, 00000-0, 57266-5,0,999,3,80.4646,309.5754,22419,248.4024,111.4731,13.69147044,87507,9,6310.498231627485,7380.22318174705
132,426, U, 62049B,20122.50851554,6.2e-07, 00000-0, 61506-4,0,999,3,80.4686,317.7627,17304,233.3299,186.0592,13.68475624,87464,1,6313.59437353047,7382.636974266676
133,446, U, 62060A,20122.19863115,-1.25e-06, +00000-0, +72689-6,0,999,6,50.1415,163.7911,70295,213.0974,175.1198,13.35272968,80470,6,6470.587068755818,7504.518848418558
134,447, U, 62060B,20122.16790627,-1.14e-06, +00000-0, +24808-4,0,999,7,50.1323,24.77,65877,326.0916,150.2669,13.39045234,81222,9,6452.358576558736,7490.4180802184255
135,461, U, 61015EX,20122.17722577,9.49e-06, +00000-0, +21604-3,0,999,7,67.5094,30.5044,53526,317.8848,41.8164,14.59349377,5637,7,5920.446560755272,7072.886778289156
136,463, U, 61015EZ,20121.98671895,3.06e-06, +00000-0, +11562-3,0,999,2,66.7712,298.3194,52357,164.0825,196.1941,14.43198369,4511,8,5986.7029963363275,7125.557863133509
137,465, U, 61015FB,20122.23019057,3.8e-06, +00000-0, +17288-3,0,999,2,66.3141,130.6393,45144,310.4451,49.2712,14.31957911,2495,5,6033.6968940423,7162.798301869434
138,467, U, 61015FD,20121.67752165,7.45e-06, +00000-0, +10500-2,0,999,9,66.5581,223.3156,261638,246.2185,111.1237,13.49222651,97865,2,6403.687333292479,7452.702896160422
139,469, U, 61015FF,20122.72150708,1.74e-06, 00000-0, 10081-3,0,999,4,66.8356,225.5982,57225,76.882,283.8657,14.28725578,3332,9,6047.347463390902,7173.597589679634
140,470, U, 61015FG,20122.52067433,9.9e-07, 00000-0, 10996-3,0,999,7,66.2305,254.6529,76181,236.3638,123.016,14.05363693,99811,3,6147.874776497445,7252.878535581948
141,474, U, 61015FL,20122.45792317,9.33e-06, 00000-0, 14228-3,0,999,8,66.2451,299.4026,32817,256.2153,191.0651,14.78795341,5956,5,5842.593468111285,7010.745065126931
142,475, U, 61015FM,20122.20093341,2.16e-06, +00000-0, +15130-3,0,999,0,66.2269,82.84,151634,22.0534,338.6982,14.10763228,97110,8,6124.344488513986,7234.360334572366
143,478, U, 61015FQ,20122.18566049,8.15e-06, +00000-0, +19700-3,0,999,2,66.0729,73.8388,64405,274.1533,85.2214,14.57595673,5557,8,5927.569736960931,7078.558796547109
144,479, U, 61015FR,20122.20412629,2.687e-05, 00000-0, 26433-3,0,999,0,66.6766,139.5683,7748,239.1021,120.9348,14.93876049,3696,0,5783.61237251485,6963.482916378288
145,480, U, 61015FS,20121.92622102,3.22e-06, +00000-0, +14457-3,0,999,6,66.239,327.7706,79586,119.2319,241.6766,14.33206633,3336,1,6028.439864190888,7158.637169783311
146,503, U, 62068A,20121.77077814,-2.8e-07, +00000-0, +00000-0,0,999,8,47.515,49.5409,2841072,24.0677,7.2272,7.78157039,63122,4,11103.15728956607,10756.17989668832
147,506, U, 62070A,20121.87353616,-1.02e-06, 00000-0, 27361-4,0,999,8,52.0038,265.1495,277072,288.1792,68.9149,13.85162094,89893,8,6237.537135491378,7323.226925780002
148,510, U, 62049C,20122.1387825,2.8e-07, +00000-0, +21482-4,0,999,9,80.5162,10.4109,16198,116.3765,35.6964,13.69728677,87627,8,6307.818581212343,7378.133772715365
149,511, U, 62049D,20121.83568477,4.4e-07, +00000-0, +41517-4,0,999,2,80.4284,251.1244,31011,334.9191,179.3689,13.68227094,87344,1,6314.741198948951,7383.530954139294
150,515, U, 62068B,20121.98908026,-3.3e-07, +00000-0, +00000-0,0,999,8,47.5187,348.9249,2836295,78.4188,311.7761,7.79246827,63336,4,11087.629362910451,10746.149108589247
151,516, U, 61015FT,20122.19898473,-2.91e-06, +00000-0, -15887-3,0,999,7,65.9955,40.3798,92225,267.0854,91.9661,13.91306741,97695,9,6209.989318236187,7301.64921007399
152,530, U, 61015FU,20122.17681318,-0.0, +00000-0, +52838-4,0,999,4,66.8794,86.4956,82787,341.9752,17.8399,13.98294584,99462,1,6178.95549254305,7277.3027094741865
153,537, U, 61015FW,20122.26327045,1.97e-06, +00000-0, +30753-3,0,999,2,67.2264,208.9078,171937,162.5315,231.9794,13.62787957,71012,0,6339.944490718743,7403.163927426593
154,538, U, 61015FX,20122.0194712,4.94e-06, +00000-0, +16236-3,0,999,8,67.812,351.9721,17364,21.3791,338.8046,14.45443322,3873,9,5977.404903047454,7118.17803445009
155,541, U, 61015GA,20121.94007428,5e-07, +00000-0, +10614-3,0,999,3,67.2193,326.6453,78990,207.7815,151.9035,13.84811761,96227,2,6239.115122593186,7324.461972048421
156,543, U, 61015GC,20122.15125206,2e-08, 00000-0, 83704-4,0,999,2,67.0299,117.6257,69977,357.2043,72.9175,13.68212865,93098,0,6314.80687034762,7383.582145043155
157,544, U, 61015GD,20121.98165635,2.6e-07, 00000-0, 12378-3,0,999,7,66.8738,312.316,192232,324.0909,189.4384,13.5474957,89883,3,6377.562459754094,7432.419421262415
158,545, U, 61015GE,20122.23862287,3.4e-07, +00000-0, +10915-3,0,999,8,67.234,57.047,168248,296.8178,61.5772,13.68968512,92394,5,6311.321205903676,7380.864821714786
159,548, U, 61015GH,20122.20691187,1.41e-06, +00000-0, +44316-4,0,999,9,66.6762,60.9217,114152,22.347,338.2561,14.64520073,7526,9,5899.543583790811,7056.22907943965
160,549, U, 61015GJ,20122.25803069,3.6e-07, +00000-0, +17574-3,0,999,7,66.695,216.4126,221623,269.1395,118.9335,13.35753356,86395,7,6468.25999814295,7502.719465867181
161,552, U, 61015GM,20122.14447406,-1.4e-06, 00000-0, -52974-4,0,999,0,67.7412,301.5695,95994,185.7967,174.2018,13.92001992,94500,6,6206.887669453852,7299.217747273402
162,553, U, 63004A,20121.84630198,-7.9e-07, 00000-0, 00000+0,0,999,7,31.0766,316.9821,724876,126.6508,240.2319,1.1648416,20872,1,74173.17513385511,38152.673492893045
163,558, U, 61015GQ,20122.00512828,3.9e-07, 00000-0, 25408-3,0,999,8,65.6969,254.1079,483616,273.7265,190.7817,12.85722043,76221,4,6719.959455497956,7696.114096357579
164,559, U, 61015GR,20121.84734254,5.05e-06, 00000-0, 16773-3,0,999,2,66.6079,275.0582,72732,346.5853,13.3316,14.44553514,2500,9,5981.086831512148,7121.100811457068
165,560, U, 61015GS,20122.65467114,2.17e-06, 00000-0, 32625-3,0,999,6,67.1613,276.6525,312275,123.8351,239.2853,13.50423052,85202,7,6397.99504844353,7448.285733249805
166,561, U, 61015GT,20122.26243505,2.43e-06, +00000-0, +10827-2,0,999,8,67.757,68.5256,630084,19.9862,126.4024,12.40126723,66351,2,6967.029933117568,7883.616927870716
167,573, U, 63013A,20122.24225082,3.8e-07, +00000-0, +41767-3,0,999,9,42.7491,185.8556,4016048,306.4975,43.6245,6.39260933,44301,6,13515.607718202293,12262.643835617913
168,574, U, 63014A,20122.02643696,-5e-08, +00000-0, -36223-2,0,999,8,87.344,49.0956,35531,212.6189,147.2469,8.65271515,2418,1,9985.305017234965,10021.543581965772
169,575, U, 63013B,20122.11953418,-1.3e-07, 00000-0, 24238-4,0,999,7,42.7435,133.7888,4003321,3.1623,18.3006,6.40220473,33284,6,13495.350999186183,12250.388225845747
170,589, U, 63014D,20122.20247603,9.6e-07, +00000-0, +43044-1,0,999,8,87.3395,44.66,159427,146.7685,214.33,8.65610955,80015,6,9981.38938756846,10018.923517222885
171,602, U, 63014E,20122.16793323,2e-08, +00000-0, -51761-3,0,999,9,87.352,43.5658,60402,170.3093,189.8941,8.67228051,80381,0,9962.777368694684,10006.464971551488
172,608, U, 63014C,20121.75556391,5e-08, +00000-0, +10063-2,0,999,2,87.341,47.0007,90455,154.6487,205.8844,8.65292626,79987,2,9985.06140048858,10021.380580717803
173,614, U, 63025B,20122.17260071,8.115e-05, -96982-6, +15213-3,0,999,9,81.9816,158.1576,555302,31.4847,331.8353,14.59612907,59037,0,5919.377636744891,7072.035422912226
174,622, U, 63030A,20122.16010278,-5e-08, +00000-0, -36845-2,0,999,9,88.4157,336.9721,38673,138.0398,222.3425,8.57931855,26783,2,10070.729918287043,10078.61901004182
175,628, U, 63014F,20121.76378416,3e-08, +00000-0, +00000-0,0,999,1,87.3339,55.9891,44585,194.8373,165.1173,8.63363008,79576,4,10007.378032115084,10036.306894152482
176,629, U, 63014G,20122.77260774,4.2e-07, 00000-0, 18021-1,0,999,7,87.3403,45.2138,130007,152.3845,208.399,8.65568742,80058,9,9981.876170847216,10019.249257097985
177,630, U, 63030C,20120.93065238,-1.2e-07, +00000-0, -73541-2,0,999,9,88.4065,328.9593,20639,80.5949,279.7235,8.59846331,78235,3,10048.307108494251,10063.653202884047
178,631, U, 63030E,20121.62988217,-8e-08, +00000-0, -53730-2,0,999,1,88.4161,342.7525,215735,149.6071,211.7486,8.55908383,77410,6,10094.538354346274,10094.49748226156
179,634, U, 63031A,20121.77177955,-6e-07, +00000-0, +00000-0,0,999,7,34.2632,331.4699,6457,123.9903,111.8215,1.00293603,20790,0,86147.06961918598,42155.482884162004
180,635, U, 63030B,20122.20508209,-7e-08, +00000-0, -47959-2,0,999,4,88.4238,340.6163,60358,118.2425,242.4535,8.57927295,77850,3,10070.78344558323,10078.654722828704
181,643, U, 61015GU,20122.20870653,-4e-06, +00000-0, -51299-3,0,999,9,66.3702,61.5225,340405,204.8838,153.5459,13.30230929,81176,6,6495.11284968777,7523.470050957258
182,644, U, 61015GV,20122.78631899,-8.3e-07, 00000-0, -17963-4,0,999,8,67.099,12.6011,157922,276.1745,143.0204,13.57889383,89411,8,6362.815784678684,7420.957805399557
183,645, U, 61015GW,20121.93691194,6e-07, +00000-0, +25518-3,0,999,6,66.5897,302.542,419708,317.5133,197.8666,13.03557974,78799,3,6628.013615296255,7625.75164304304
184,648, U, 61015GZ,20122.08383486,4.64e-06, +00000-0, +65935-3,0,999,3,65.8796,357.0839,209620,235.1292,199.9867,13.56983824,89507,6,6367.061896531495,7424.258934372597
185,649, U, 61015HA,20122.02194427,-2.5e-07, +00000-0, +93967-4,0,999,4,66.2687,352.4456,558158,31.2099,75.735,12.64530776,70957,7,6832.573919102464,7781.857759589554
186,652, U, 61015HD,20122.7218032,5.54e-06, 00000-0, 35571-3,0,999,4,66.6973,34.8571,75229,133.2917,227.4479,14.09212462,97824,7,6131.084015349845,7239.666723177265
187,653, U, 61015HE,20121.48484605,1.86e-06, +00000-0, +27940-3,0,999,2,67.4598,247.9806,167175,315.3552,111.1387,13.66034357,91211,6,6324.877522827928,7391.430127469092
188,655, U, 61015HG,20122.14958535,-6.4e-07, +00000-0, -12009-4,0,999,4,67.2583,223.3994,363680,49.7666,21.5167,13.07744603,79413,6,6606.794614315069,7609.467499079573
189,656, U, 61015HH,20122.21760788,-2.13e-06, +00000-0, -33328-3,0,999,6,66.2891,75.2836,664583,131.6311,234.3616,12.67931748,68283,0,6814.246913233693,7767.936018620866
190,657, U, 61015HJ,20122.19213722,-5.18e-06, +00000-0, -99157-3,0,999,5,66.2101,205.9549,322748,82.8298,299.4469,13.11038721,81117,1,6590.194371536034,7596.715781828504
191,658, U, 61015HK,20121.9240465,8.06e-06, +00000-0, +11499-2,0,999,8,65.8655,299.5851,360735,186.7096,172.9049,13.37678586,75991,3,6458.950670531254,7495.518968035283
192,659, U, 61015HL,20122.46054293,6.9e-07, 00000-0, 32944-3,0,999,3,67.1611,131.6746,593133,238.489,279.8392,12.65494709,70776,4,6827.369516880375,7777.905607098483
193,660, U, 61015HM,20122.10923615,6.09e-06, +00000-0, +14544-3,0,999,5,66.5248,22.4578,41484,13.9668,104.5621,14.60356615,5550,8,5916.3631069661715,7069.634193978262
194,669, U, 63038A,20122.14730251,1.8e-07, +00000-0, +14688-4,0,999,1,90.0539,330.6907,28023,61.7076,49.7258,13.45977355,77862,3,6419.127311395221,7464.677598876698
195,670, U, 63038B,20122.17876991,3.7e-07, +00000-0, +47604-4,0,999,3,90.0441,331.6623,40078,321.8578,37.9735,13.44329625,77361,7,6426.995164969307,7470.775935546023
196,671, U, 63038C,20122.15485499,4.1e-07, +00000-0, +55399-4,0,999,6,90.0449,331.5697,38378,282.1168,77.5681,13.4484633,77432,6,6424.525841550982,7468.862242546937
197,672, U, 63038D,20122.12546285,2.99e-06, +00000-0, +35258-3,0,999,1,90.056,331.0993,31320,251.72,234.4577,13.65780734,79621,2,6326.052041088464,7392.345149244747
198,694, U, 63047A,20122.21955496,1.66e-06, +00000-0, +87773-5,0,999,7,30.3542,150.883,585906,136.6474,228.1762,14.02592746,83046,6,6160.020451153823,7262.427865103766
199,698, U, 63047D,20122.24352781,2.38e-06, +00000-0, +57847-4,0,999,0,29.9242,170.8267,548345,232.5084,122.4413,13.69256656,77169,3,6309.993062396331,7379.829307784648
200,700, U, 63047F,20121.89683802,1.05e-06, +00000-0, +11007-4,0,999,6,30.4858,318.4466,724106,279.0455,72.8934,13.38583128,74996,1,6454.586061389532,7492.141877040034
201,701, U, 63047G,20122.22034439,1.15e-06, +00000-0, +11162-4,0,999,4,30.0108,94.6859,529503,160.6708,201.4789,13.76999981,80103,0,6274.509890497957,7352.137170848899
202,702, U, 63014H,20122.20729761,-3e-08, +00000-0, -28125-2,0,999,9,87.3343,44.0392,240973,165.1593,195.6491,8.65728193,80059,2,9980.03769527233,10018.018979996426
203,703, U, 63049A,20122.03078983,3.9e-07, +00000-0, +47093-4,0,999,6,89.9028,90.3949,14141,253.5721,148.3011,13.49829061,77730,3,6400.810480105673,7450.4706470800875
204,704, U, 63049B,20122.47569213,4.9e-07, 00000-0, 65259-4,0,999,1,89.9017,90.943,33060,249.7235,228.1545,13.46848292,77063,3,6414.9763943866665,7461.459238488844
205,705, U, 63049C,20122.04593998,4.7e-07, +00000-0, +61125-4,0,999,8,89.9018,90.8788,32810,210.8475,202.3113,13.47343643,77079,0,6412.6179277932,7459.630322346357
206,706, U, 63049D,20121.96238333,1.47e-06, +00000-0, +19767-3,0,999,3,89.9077,93.7406,29246,114.6553,306.5982,13.55349778,78002,4,6374.738196917311,7430.224992937325
